Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Tokkan', 'YAVUZ', '05379199371', 'ERKEK', '1976-02-23 0:0:0', 267);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Alpnur', 'YAZICI', '05349331140', 'KADIN', '1990-05-08 0:0:0', 510);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Faki', 'KOÇ', '05323690960', 'ERKEK', '1986-05-11 0:0:0', 665);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Melâhat', 'DEMİR', '05318774233', 'KADIN', '1982-10-14 0:0:0', 825);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Etem', 'ÖNDER SİVİŞ', '05355899802', 'ERKEK', '1994-01-12 0:0:0', 846);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Emirşan', 'KEKLİKÇİOĞLU', '05362553920', 'ERKEK', '1959-10-27 0:0:0', 696);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Selek', 'NALBANT', '05319021414', 'ERKEK', '1959-09-16 0:0:0', 660);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Uytun', 'TAYFUR', '05312215297', 'ERKEK', '1989-01-24 0:0:0', 180);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Miradiye', 'DUYU', '05351553665', 'KADIN', '1988-09-26 0:0:0', 872);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Sevil', 'AZAK', '05383457268', 'KADIN', '1963-02-18 0:0:0', 557);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Kay', 'TIRAŞ', '05351969232', 'ERKEK', '1953-05-23 0:0:0', 15);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Gülsum', 'DEMİREL', '05329083453', 'KADIN', '1976-11-15 0:0:0', 386);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Gülsevdi', 'GEDİKLİ', '05389093772', 'KADIN', '1969-05-05 0:0:0', 211);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Tolunay', 'POLAT', '05344432158', 'ERKEK', '1988-10-17 0:0:0', 753);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Mersin', 'ÖZER', '05314635950', 'ERKEK', '1972-10-03 0:0:0', 433);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Delikan', 'SAĞLAM', '05345798848', 'ERKEK', '1987-03-07 0:0:0', 409);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Ayseven', 'BÜYÜKTAŞ', '05351385597', 'KADIN', '1988-06-26 0:0:0', 763);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Gülminnet', 'KAYA', '05392368082', 'KADIN', '1977-02-13 0:0:0', 531);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Azrak', 'ÇINARLIK', '05342612706', 'ERKEK', '1995-12-06 0:0:0', 298);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Onurkan', 'KASAPOĞLU', '05384188314', 'ERKEK', '1990-07-14 0:0:0', 187);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Dilsafa', 'SU', '05381838886', 'KADIN', '1983-03-06 0:0:0', 709);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Angış', 'KARAMAN', '05397377921', 'ERKEK', '1986-12-10 0:0:0', 63);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Erginalp', 'TURANOĞLU', '05369651475', 'ERKEK', '1980-11-15 0:0:0', 551);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Ernoyan', 'ÇAKMAK', '05334105555', 'ERKEK', '1950-10-06 0:0:0', 520);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Cemşah', 'CANPOLAT', '05384230255', 'ERKEK', '1982-10-25 0:0:0', 676);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Punar', 'SERT', '05356270169', 'KADIN', '1942-10-06 0:0:0', 485);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Korgün', 'USLUSOY', '05367921289', 'ERKEK', '1970-10-18 0:0:0', 225);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Pehlivan', 'TUNCER', '05322955679', 'ERKEK', '1947-05-27 0:0:0', 195);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Öneş', 'YILMAZ GELEBEK', '05302217836', 'ERKEK', '1993-01-17 0:0:0', 251);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Nejla', 'MİRZA', '05391420712', 'KADIN', '1959-07-23 0:0:0', 571);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Tulum', 'KULAKSIZ', '05304787602', 'ERKEK', '1995-08-08 0:0:0', 191);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Kutsalar', 'HALHALLI', '05385553813', 'KADIN', '1941-12-18 0:0:0', 207);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Vefika', 'ÇİNPOLAT', '05391947722', 'KADIN', '1987-10-08 0:0:0', 560);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Emrullah', 'KİRAZ', '05316616422', 'ERKEK', '2000-11-25 0:0:0', 297);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Selime', 'DAĞDELEN', '05371517503', 'KADIN', '1956-09-12 0:0:0', 328);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Olga', 'KARAARSLAN', '05389337106', 'KADIN', '1974-01-16 0:0:0', 53);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Yomut', 'ÖZBEYLER', '05336539085', 'ERKEK', '1984-11-20 0:0:0', 441);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Füsun', 'YÜKSEL', '05387061259', 'KADIN', '1961-02-08 0:0:0', 155);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Baturalp', 'MÜEZZİNOĞLU', '05322529573', 'ERKEK', '1980-08-27 0:0:0', 559);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Temizkal', 'VURAL', '05362083741', 'ERKEK', '1979-01-25 0:0:0', 43);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Gözde', 'SÖKMEN', '05361315408', 'KADIN', '1958-02-13 0:0:0', 147);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Hülye', 'KÜÇÜKYILDIZ', '05393472142', 'KADIN', '1983-11-21 0:0:0', 738);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Aladdin', 'DUMAN', '05307934005', 'ERKEK', '1981-02-04 0:0:0', 476);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Jale', 'EVMEZ', '05382954911', 'KADIN', '1977-03-25 0:0:0', 758);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Bolkan', 'KURTULUŞ', '05383172353', 'ERKEK', '1971-05-07 0:0:0', 464);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Oylum', 'YAVUZ', '05396093708', 'KADIN', '1943-11-10 0:0:0', 719);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Nülifer', 'KIZILTEPE', '05347608673', 'KADIN', '1968-07-08 0:0:0', 786);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Ardıç', 'ŞENGÜL', '05377747829', 'ERKEK', '1954-04-24 0:0:0', 350);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Aşan', 'ELİK', '05321431000', 'ERKEK', '1956-01-27 0:0:0', 528);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Halil', 'CANİK', '05341614189', 'ERKEK', '1969-04-06 0:0:0', 23);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Oğanalp', 'EKİCİ', '05327965476', 'ERKEK', '1981-09-01 0:0:0', 137);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Cedide', 'DEDE', '05317953398', 'KADIN', '1955-08-11 0:0:0', 692);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Muhiddin', 'KALIPCI', '05301245701', 'ERKEK', '1940-09-18 0:0:0', 658);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Mehveş', 'ESMERAY', '05334603187', 'KADIN', '1971-08-05 0:0:0', 703);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Günkurt', 'GÜRSOY', '05385857293', 'ERKEK', '1949-07-24 0:0:0', 419);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Nayman', 'TEOMAN', '05343470023', 'ERKEK', '1990-08-24 0:0:0', 307);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Gülperi', 'ORHAN', '05316433290', 'KADIN', '1948-03-01 0:0:0', 417);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Ferya', 'İNANÇ', '05374512817', 'KADIN', '1942-06-09 0:0:0', 491);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Vâkıf', 'TOPÇU', '05314607738', 'ERKEK', '1951-07-10 0:0:0', 490);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Küçük', 'EVRAN', '05394331056', 'KADIN', '1983-08-12 0:0:0', 554);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Haciosman', 'KOCABAŞ', '05359004325', 'ERKEK', '1950-12-11 0:0:0', 793);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Baybek', 'ERASLAN', '05321713203', 'ERKEK', '1981-04-11 0:0:0', 82);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Arafa', 'PARA', '05304127636', 'KADIN', '1973-08-19 0:0:0', 342);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('İhvan', 'ŞENCAN', '05308641119', 'ERKEK', '1956-03-09 0:0:0', 537);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Tipi', 'KOÇ', '05325813177', 'ERKEK', '1985-01-21 0:0:0', 459);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Gülaydın', 'VEZİROĞLU BİRDANE', '05317688178', 'KADIN', '1955-09-19 0:0:0', 315);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Kaynarkan', 'ARSLANOĞLU', '05387804326', 'ERKEK', '1944-03-01 0:0:0', 542);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Pınar', 'KARASU', '05316018045', 'KADIN', '1963-10-23 0:0:0', 140);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Akkemik', 'TANRIVERDİ YILMAZ', '05316206388', 'ERKEK', '2001-06-01 0:0:0', 96);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Bener', 'AKKAN', '05398063414', 'ERKEK', '1971-11-15 0:0:0', 358);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Dilfuraz', 'AKDEMİR', '05397788976', 'KADIN', '1987-09-13 0:0:0', 57);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Güldalı', 'YEŞİLKAYA', '05307600105', 'KADIN', '1941-05-05 0:0:0', 512);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Mangalay', 'ULUTAŞ', '05366001771', 'ERKEK', '2002-05-01 0:0:0', 300);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Tuğal', 'ALPAYCI', '05379222361', 'ERKEK', '1978-12-23 0:0:0', 154);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Beliz', 'ÇÖREKLİ', '05362490684', 'KADIN', '1966-03-12 0:0:0', 121);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Torumtay', 'ELLİALTI', '05351684248', 'ERKEK', '1956-07-15 0:0:0', 561);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Görker', 'DEĞİRMENCİ', '05331122846', 'ERKEK', '1975-11-10 0:0:0', 876);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Göçen', 'ÇETİNKOR', '05312473468', 'ERKEK', '1996-09-23 0:0:0', 566);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Cavat', 'TAHTACI', '05345674265', 'ERKEK', '1962-10-06 0:0:0', 590);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Aksan', 'YENİN', '05333119639', 'ERKEK', '1945-01-18 0:0:0', 775);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Nursema', 'AVCI', '05307909120', 'KADIN', '1989-01-07 0:0:0', 755);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Nermin', 'BAYRAKTAR', '05348048956', 'KADIN', '1985-07-25 0:0:0', 869);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Bilmen', 'SÖNMEZ', '05367793433', 'ERKEK', '1990-02-22 0:0:0', 749);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Muğdat', 'EMLEK', '05316593643', 'ERKEK', '1945-10-10 0:0:0', 835);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Onursoy', 'METE', '05399530987', 'ERKEK', '1971-10-08 0:0:0', 789);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Nefire', 'TEMEL', '05395853873', 'KADIN', '1982-06-20 0:0:0', 505);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Sinan', 'YILDIRIM', '05383673812', 'ERKEK', '1967-02-14 0:0:0', 712);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Erdim', 'ÖREN', '05374359273', 'ERKEK', '1993-10-18 0:0:0', 679);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Alpgiray', 'OFLAZ', '05384693932', 'ERKEK', '1996-06-23 0:0:0', 309);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Mekail', 'BAKLACI', '05341469517', 'ERKEK', '1982-09-11 0:0:0', 132);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Fehim', 'KANAT', '05378693482', 'ERKEK', '1997-09-27 0:0:0', 644);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Neyire', 'AKÇAY', '05344989235', 'KADIN', '1963-12-25 0:0:0', 150);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Serazat', 'YILDIRIM', '05353936224', 'ERKEK', '2003-10-13 0:0:0', 732);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Sanih', 'KİREÇÇİ', '05311088728', 'ERKEK', '1957-04-14 0:0:0', 680);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Mansure', 'TÜFEKÇİ', '05384723621', 'KADIN', '1955-12-19 0:0:0', 169);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Meyyal', 'SÖNMEZER', '05358700813', 'KADIN', '1974-08-24 0:0:0', 544);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('İlmiye', 'IŞIK', '05396133573', 'KADIN', '1988-07-12 0:0:0', 335);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Maciej', 'SARIKAYA', '05336525635', 'ERKEK', '1961-10-07 0:0:0', 304);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Rüya', 'MART', '05357701443', 'KADIN', '1972-03-21 0:0:0', 748);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Kardelen', 'DOĞANGÜZEL', '05386067324', 'KADIN', '1998-10-10 0:0:0', 577);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Şah', 'GÖZÜGÜL', '05395088486', 'ERKEK', '1965-02-05 0:0:0', 411);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Abdurha', 'BAĞLI', '05385106342', 'ERKEK', '1950-03-18 0:0:0', 202);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Ulusu', 'SUBARİ', '05312131700', 'ERKEK', '1953-03-27 0:0:0', 502);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Rubaşa', 'KARAAĞAÇ', '05366493770', 'KADIN', '1957-12-01 0:0:0', 361);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Karabulut', 'TEPE', '05333331995', 'ERKEK', '1949-08-04 0:0:0', 242);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Rüsuhi', 'LEYMUNÇİÇEĞİ', '05379381374', 'ERKEK', '1977-10-16 0:0:0', 394);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Tamgül', 'ÇOLAK', '05348881947', 'KADIN', '1976-08-05 0:0:0', 607);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Rukkiye', 'TURAN', '05371472512', 'KADIN', '1975-05-06 0:0:0', 687);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Güçel', 'AYTAÇ', '05351545579', 'ERKEK', '1995-08-03 0:0:0', 172);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Erdem', 'ELBÜKEN', '05362425272', 'ERKEK', '1966-11-21 0:0:0', 345);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Soyer', 'KAVURGACI', '05307510073', 'ERKEK', '1980-07-22 0:0:0', 774);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Gülgonca', 'KARAKUŞ', '05318262450', 'KADIN', '1973-11-13 0:0:0', 213);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Alpar', 'CELTEMEN', '05355152892', 'ERKEK', '1948-09-16 0:0:0', 405);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Ünüvar', 'YALÇIN', '05326325031', 'ERKEK', '2002-07-04 0:0:0', 731);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Tankurt', 'GÖZCÜ', '05374389641', 'ERKEK', '1979-11-09 0:0:0', 134);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Mevlüt', 'ÜNAL', '05376541569', 'ERKEK', '1966-01-03 0:0:0', 17);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Sekine', 'YANCAR', '05358662483', 'KADIN', '1980-10-14 0:0:0', 224);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Çağaçar', 'SÖZEN', '05334451612', 'ERKEK', '1957-09-11 0:0:0', 757);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Mürüfet', 'SANHAL', '05367319516', 'KADIN', '1984-12-23 0:0:0', 469);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Yemen', 'ÖZTÜRK', '05323104920', 'ERKEK', '1964-06-09 0:0:0', 116);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Ernur', 'KARTAL', '05343075919', 'ERKEK', '1960-11-18 0:0:0', 190);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Zatiye', 'BOĞAN', '05389479317', 'KADIN', '1972-10-25 0:0:0', 13);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Öztunç', 'BEREKET', '05311670430', 'ERKEK', '1945-09-05 0:0:0', 581);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Birten', 'ERGÜN', '05377195252', 'ERKEK', '2003-06-12 0:0:0', 317);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Rahmani', 'DEDEMOĞLU', '05397024297', 'ERKEK', '1961-09-12 0:0:0', 393);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Adasal', 'GÜNEYSU', '05341633488', 'ERKEK', '1962-02-15 0:0:0', 487);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Ayterim', 'BAYRAKTAROĞLU', '05302009262', 'KADIN', '1995-04-24 0:0:0', 814);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Ahizer', 'KILINÇ', '05336879188', 'KADIN', '1975-06-13 0:0:0', 784);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Süheyl', 'GÜVEN', '05386769310', 'ERKEK', '1989-02-05 0:0:0', 450);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Hefin', 'DOĞAN', '05342183284', 'KADIN', '1955-10-06 0:0:0', 701);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Mestinaz', 'CÖMERT', '05364626916', 'KADIN', '1961-07-11 0:0:0', 523);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Birand', 'KOÇARSLAN', '05394085371', 'ERKEK', '1969-08-21 0:0:0', 87);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Saykut', 'SAĞ', '05334995752', 'ERKEK', '1999-06-13 0:0:0', 117);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Balbal', 'SEYREKOĞLU', '05392069308', 'ERKEK', '1994-10-22 0:0:0', 257);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Nevgün', 'KIZILDAĞ', '05363682640', 'KADIN', '1986-06-21 0:0:0', 447);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Rüfiye', 'SAYYİĞİT', '05312952330', 'KADIN', '1959-06-10 0:0:0', 174);
